,logFC,AveExpr,t,P.Value,adj.P.Val,B,Time_point,DEG_Test,SYMBOL
Nxph3,-0.140909663,7.376639647,-1.05361995,0.295338569,0.500386705,-5.617539124,P30,MUT cells from HET vs WT cells from WT,Nxph3
Slc30a6,-0.140719371,7.615320192,-0.627696924,0.532052081,0.704222807,-5.73882845,P30,MUT cells from HET vs WT cells from WT,Slc30a6
Mapk8ip1,-0.140666114,8.156902013,-0.58223833,0.562100221,0.72766571,-5.552586304,P30,MUT cells from HET vs WT cells from WT,Mapk8ip1
Hdgf,-0.140267187,7.848054533,-0.715445425,0.476488914,0.662515556,-5.57502719,P30,MUT cells from HET vs WT cells from WT,Hdgf
Npy,0.140107399,8.153878371,0.487898612,0.627002413,0.77415261,-5.608995231,P30,MUT cells from HET vs WT cells from WT,Npy
Tbce,-0.140014224,8.387584918,-0.512773709,0.609571576,0.762264825,-5.540887468,P30,MUT cells from HET vs WT cells from WT,Tbce
Ptch1,-0.139952244,7.524156962,-0.842059869,0.402351625,0.59817509,-5.685351768,P30,MUT cells from HET vs WT cells from WT,Ptch1
Tecpr1,-0.13980921,8.035529564,-0.610781624,0.543135587,0.713474461,-5.57004925,P30,MUT cells from HET vs WT cells from WT,Tecpr1
Krba1,-0.139800162,8.02424905,-0.510288583,0.611303092,0.762804351,-5.623565057,P30,MUT cells from HET vs WT cells from WT,Krba1
Rpl9,-0.139736626,7.943247518,-0.506244931,0.614125254,0.76528821,-5.646383834,P30,MUT cells from HET vs WT cells from WT,Rpl9
Kctd3,-0.139682405,7.578992649,-0.859513975,0.392714217,0.590719559,-5.617821589,P30,MUT cells from HET vs WT cells from WT,Kctd3
Sez6l,0.139584838,7.748361886,0.684868512,0.49547497,0.675426562,-5.600426604,P30,MUT cells from HET vs WT cells from WT,Sez6l
Zfand1,0.139503044,7.870707811,0.636681901,0.526212656,0.698890065,-5.591309311,P30,MUT cells from HET vs WT cells from WT,Zfand1
Robo1,-0.139286114,8.018300152,-0.599115801,0.550847176,0.718984232,-5.5818459,P30,MUT cells from HET vs WT cells from WT,Robo1
Mcmbp,0.139266995,7.583425772,0.688588799,0.49314314,0.674588591,-5.723579586,P30,MUT cells from HET vs WT cells from WT,Mcmbp
Acad8,-0.139070115,7.62510356,-0.804609852,0.423512142,0.617407265,-5.620114036,P30,MUT cells from HET vs WT cells from WT,Acad8
Pdxk,-0.139058479,7.838425567,-0.694943629,0.489173913,0.672003793,-5.589810757,P30,MUT cells from HET vs WT cells from WT,Pdxk
Arhgap42,-0.138987469,7.417799616,-0.959382806,0.340356564,0.542253487,-5.673438268,P30,MUT cells from HET vs WT cells from WT,Arhgap42
Sorcs3,-0.138957487,7.823507152,-0.540402709,0.590472714,0.747456033,-5.671597973,P30,MUT cells from HET vs WT cells from WT,Sorcs3
Alkbh8,-0.13894855,7.889749725,-0.671199703,0.504093711,0.682284549,-5.583859799,P30,MUT cells from HET vs WT cells from WT,Alkbh8
Mphosph8,-0.138897245,7.905069834,-0.683319045,0.496447925,0.676246513,-5.572120603,P30,MUT cells from HET vs WT cells from WT,Mphosph8
Chd9,-0.138683154,8.86166385,-0.540658041,0.590297529,0.747456033,-5.527328183,P30,MUT cells from HET vs WT cells from WT,Chd9
Gm2115,-0.138683028,7.388324317,-1.01881361,0.311468957,0.51762909,-5.633808198,P30,MUT cells from HET vs WT cells from WT,Gm2115
Prkaa2,0.13861908,7.992365462,0.652907534,0.515752676,0.690643944,-5.554944671,P30,MUT cells from HET vs WT cells from WT,Prkaa2
Chrm2,-0.138612853,7.613640287,-0.740951459,0.460967371,0.648232639,-5.653320811,P30,MUT cells from HET vs WT cells from WT,Chrm2
Fxyd6,-0.138463526,7.753456444,-0.516605105,0.606906406,0.760362476,-5.742459173,P30,MUT cells from HET vs WT cells from WT,Fxyd6
Pik3c2a,-0.138460638,8.073894825,-0.607857196,0.545063596,0.714390194,-5.560798098,P30,MUT cells from HET vs WT cells from WT,Pik3c2a
Ankfy1,0.138455159,7.683674835,0.672911235,0.503010121,0.681480373,-5.679226791,P30,MUT cells from HET vs WT cells from WT,Ankfy1
Dnajb5,-0.138406357,7.656882112,-0.817206923,0.416321309,0.610757988,-5.587033198,P30,MUT cells from HET vs WT cells from WT,Dnajb5
Dpm2,-0.138309143,7.903790142,-0.622748071,0.535282622,0.707225413,-5.601311648,P30,MUT cells from HET vs WT cells from WT,Dpm2
Kmt2a,0.138255299,9.022604392,0.573354959,0.568068358,0.73131544,-5.530502553,P30,MUT cells from HET vs WT cells from WT,Kmt2a
Reep3,-0.138202899,7.683249734,-0.714999348,0.476762945,0.66254716,-5.652902158,P30,MUT cells from HET vs WT cells from WT,Reep3
Trappc6b,-0.138087905,7.934087234,-0.657188239,0.513011534,0.688834999,-5.577067137,P30,MUT cells from HET vs WT cells from WT,Trappc6b
Nup93,-0.138081744,8.007948237,-0.491911767,0.624175501,0.771858955,-5.63586014,P30,MUT cells from HET vs WT cells from WT,Nup93
Jak1,0.137835767,8.016674991,0.620624666,0.536671835,0.708201409,-5.568775935,P30,MUT cells from HET vs WT cells from WT,Jak1
Eif4b,-0.137789635,7.500873116,-0.84261764,0.402041428,0.59817509,-5.712443529,P30,MUT cells from HET vs WT cells from WT,Eif4b
Taf7,-0.137743598,7.577702434,-0.850447386,0.397702474,0.594363401,-5.624474049,P30,MUT cells from HET vs WT cells from WT,Taf7
Fam185a,-0.137719399,7.535716268,-0.797471914,0.427619405,0.620308347,-5.736479016,P30,MUT cells from HET vs WT cells from WT,Fam185a
Pbrm1,-0.137707942,7.754773936,-0.651858261,0.516425756,0.691047213,-5.646142315,P30,MUT cells from HET vs WT cells from WT,Pbrm1
Cltc,-0.137697457,8.628448074,-0.51483847,0.608134641,0.761269438,-5.527156446,P30,MUT cells from HET vs WT cells from WT,Cltc
Slc6a17,0.137521274,8.747180561,0.569611063,0.570592854,0.733386391,-5.513313758,P30,MUT cells from HET vs WT cells from WT,Slc6a17
Gnptab,-0.137519756,7.91745599,-0.591593375,0.555848772,0.72259368,-5.616627541,P30,MUT cells from HET vs WT cells from WT,Gnptab
Gmeb2,-0.137495415,7.438797968,-0.958752681,0.340671947,0.54247894,-5.646980897,P30,MUT cells from HET vs WT cells from WT,Gmeb2
Kcnmb2,-0.137492331,8.367680859,-0.534585758,0.594470357,0.750484744,-5.526156713,P30,MUT cells from HET vs WT cells from WT,Kcnmb2
Lamp2,0.137429541,7.854455328,0.650466285,0.517319388,0.691644336,-5.586865452,P30,MUT cells from HET vs WT cells from WT,Lamp2
Tusc2,-0.1374142,7.496491413,-0.855465924,0.394936579,0.592365017,-5.67774446,P30,MUT cells from HET vs WT cells from WT,Tusc2
Borcs7,-0.137409115,7.589468682,-0.759089567,0.450107083,0.639861485,-5.717805068,P30,MUT cells from HET vs WT cells from WT,Borcs7
Kpna6,-0.137390287,7.729326175,-0.711615987,0.478844249,0.663949713,-5.624660646,P30,MUT cells from HET vs WT cells from WT,Kpna6
Scn3b,-0.137370329,7.516229628,-0.806919051,0.422188454,0.615960853,-5.72704247,P30,MUT cells from HET vs WT cells from WT,Scn3b
Cxadr,-0.137352898,7.967369866,-0.500864108,0.617889706,0.768176028,-5.640849016,P30,MUT cells from HET vs WT cells from WT,Cxadr
Aatk,-0.137297924,8.016651268,-0.59419288,0.55411783,0.721605698,-5.584669145,P30,MUT cells from HET vs WT cells from WT,Aatk
Pdrg1,-0.137230213,7.630799657,-0.715415802,0.47650711,0.662515556,-5.729802329,P30,MUT cells from HET vs WT cells from WT,Pdrg1
Celf5,-0.13668294,7.913813412,-0.633561431,0.52823689,0.700295499,-5.60502953,P30,MUT cells from HET vs WT cells from WT,Celf5
Tssc4,-0.136599984,7.661186991,-0.812701633,0.418884604,0.612824878,-5.586685745,P30,MUT cells from HET vs WT cells from WT,Tssc4
Tgoln1,-0.136499715,7.763277041,-0.728227831,0.468674005,0.655040757,-5.609312555,P30,MUT cells from HET vs WT cells from WT,Tgoln1
Cpox,-0.136308819,7.646216837,-0.744283975,0.45896088,0.646464947,-5.6611729,P30,MUT cells from HET vs WT cells from WT,Cpox
2210016L21Rik,0.136282989,7.971466965,0.652721955,0.515871686,0.690678864,-5.559629031,P30,MUT cells from HET vs WT cells from WT,2210016L21Rik
Fmnl1,-0.136267982,7.641987522,-0.780425161,0.437523492,0.628984608,-5.612998178,P30,MUT cells from HET vs WT cells from WT,Fmnl1
Slc7a5,-0.136210439,7.655549138,-0.673239409,0.502802494,0.681443461,-5.672441403,P30,MUT cells from HET vs WT cells from WT,Slc7a5
Glt1d1,-0.13620373,7.556642319,-0.77644523,0.43985505,0.630961183,-5.669102115,P30,MUT cells from HET vs WT cells from WT,Glt1d1
Naa10,-0.136150867,7.606904978,-0.697526107,0.487565923,0.670858455,-5.744996929,P30,MUT cells from HET vs WT cells from WT,Naa10
2810004N23Rik,0.136046983,7.750576884,0.656853986,0.513225294,0.688873105,-5.612830043,P30,MUT cells from HET vs WT cells from WT,2810004N23Rik
Sqstm1,-0.135844942,8.452560299,-0.512664306,0.609647755,0.762264825,-5.530051588,P30,MUT cells from HET vs WT cells from WT,Sqstm1
Atf6b,-0.135803833,7.484110026,-0.862911583,0.390854923,0.58986119,-5.690446088,P30,MUT cells from HET vs WT cells from WT,Atf6b
Mdga2,-0.135775677,8.387675367,-0.514906277,0.608087478,0.761269438,-5.535435893,P30,MUT cells from HET vs WT cells from WT,Mdga2
Vps37a,-0.135713572,8.139506331,-0.590878773,0.556325077,0.723086389,-5.547955943,P30,MUT cells from HET vs WT cells from WT,Vps37a
Copb2,-0.135655261,7.845889693,-0.584057587,0.560881806,0.727101619,-5.636602604,P30,MUT cells from HET vs WT cells from WT,Copb2
Zfp560,-0.135655111,7.559601167,-0.607339896,0.545405,0.714390194,-5.804775538,P30,MUT cells from HET vs WT cells from WT,Zfp560
Ldb1,-0.135638364,7.573569657,-0.757315875,0.451162528,0.640484983,-5.716843619,P30,MUT cells from HET vs WT cells from WT,Ldb1
Adamts10,-0.135587405,7.750637285,-0.693451905,0.490104065,0.672715741,-5.634974264,P30,MUT cells from HET vs WT cells from WT,Adamts10
Secisbp2l,0.135545891,8.053243721,0.622181929,0.535652833,0.707225413,-5.561607196,P30,MUT cells from HET vs WT cells from WT,Secisbp2l
Scfd1,-0.135490977,8.001124885,-0.58747801,0.558594573,0.7253491,-5.593630673,P30,MUT cells from HET vs WT cells from WT,Scfd1
Mest,-0.135438244,7.744498194,-0.716310322,0.475957848,0.662295212,-5.613448486,P30,MUT cells from HET vs WT cells from WT,Mest
Uqcrc2,-0.135417225,7.808282687,-0.690082529,0.492208577,0.673930388,-5.596771154,P30,MUT cells from HET vs WT cells from WT,Uqcrc2
Magi1,0.13534892,8.924498584,0.507590509,0.613185493,0.764501691,-5.554623339,P30,MUT cells from HET vs WT cells from WT,Magi1
Trappc9,-0.135329272,7.84208432,-0.590239776,0.556751161,0.723513661,-5.649891967,P30,MUT cells from HET vs WT cells from WT,Trappc9
4930503L19Rik,-0.135216874,7.620134655,-0.709029948,0.480438478,0.664919697,-5.731816555,P30,MUT cells from HET vs WT cells from WT,4930503L19Rik
Mga,0.135069253,8.551218711,0.514247826,0.608545533,0.761655507,-5.546444835,P30,MUT cells from HET vs WT cells from WT,Mga
Tceal3,0.13498102,7.705680842,0.662482372,0.509632177,0.68630277,-5.637460395,P30,MUT cells from HET vs WT cells from WT,Tceal3
Usp5,0.134942658,8.113905536,0.61950284,0.537406522,0.708785319,-5.551335583,P30,MUT cells from HET vs WT cells from WT,Usp5
Fam219a,-0.134774822,8.052303336,-0.59606465,0.552873137,0.720742528,-5.574309771,P30,MUT cells from HET vs WT cells from WT,Fam219a
Cnot1,-0.134734272,8.245694264,-0.580910832,0.562990111,0.728129267,-5.525448178,P30,MUT cells from HET vs WT cells from WT,Cnot1
Mysm1,-0.134697202,8.264567737,-0.496504197,0.62094745,0.769839214,-5.570502907,P30,MUT cells from HET vs WT cells from WT,Mysm1
Bcr,-0.134684008,7.574977942,-0.814829723,0.417672644,0.611653811,-5.646994927,P30,MUT cells from HET vs WT cells from WT,Bcr
Calm1,0.134432932,9.150436843,0.653351141,0.515468254,0.690643944,-5.499169743,P30,MUT cells from HET vs WT cells from WT,Calm1
Rab6a,0.134369194,8.484637397,0.537181637,0.592684806,0.74912134,-5.53493455,P30,MUT cells from HET vs WT cells from WT,Rab6a
Gmeb1,-0.134339973,7.411537896,-0.936559249,0.351901598,0.553513005,-5.703613797,P30,MUT cells from HET vs WT cells from WT,Gmeb1
Apoo,-0.134114718,7.760808741,-0.720211411,0.473566606,0.660203904,-5.607013992,P30,MUT cells from HET vs WT cells from WT,Apoo
Eef2k,-0.134113821,7.587327004,-0.814297189,0.417975728,0.61197707,-5.640824358,P30,MUT cells from HET vs WT cells from WT,Eef2k
1110065P20Rik,-0.133958711,7.477739456,-0.838006556,0.404610212,0.600828708,-5.693272752,P30,MUT cells from HET vs WT cells from WT,1110065P20Rik
Rbm5,-0.133913777,8.972238049,-0.586794665,0.559051155,0.725741168,-5.514173526,P30,MUT cells from HET vs WT cells from WT,Rbm5
Med24,-0.133586593,7.704437253,-0.749315772,0.455940738,0.643844112,-5.617331426,P30,MUT cells from HET vs WT cells from WT,Med24
Gapdh,0.133586178,9.351800141,0.624722218,0.533992719,0.705785859,-5.537167601,P30,MUT cells from HET vs WT cells from WT,Gapdh
Drap1,-0.13357627,7.55950862,-0.809618544,0.420644178,0.614673128,-5.663921474,P30,MUT cells from HET vs WT cells from WT,Drap1
Atp1b3,0.13346845,7.788613509,0.656903561,0.513193586,0.688873105,-5.602330871,P30,MUT cells from HET vs WT cells from WT,Atp1b3
Kmt2d,-0.133405819,7.620438914,-0.745957655,0.457955051,0.646026395,-5.690415575,P30,MUT cells from HET vs WT cells from WT,Kmt2d
Trps1,-0.133309418,7.96461559,-0.471182119,0.638837497,0.783989478,-5.654763966,P30,MUT cells from HET vs WT cells from WT,Trps1
Rnf187,-0.133150148,8.010861104,-0.495052148,0.621967305,0.770230387,-5.633313324,P30,MUT cells from HET vs WT cells from WT,Rnf187
Dpp6,-0.133109172,8.721287692,-0.486817659,0.627764807,0.774621957,-5.543477853,P30,MUT cells from HET vs WT cells from WT,Dpp6
Tmem175,-0.133049035,7.596679188,-0.79077875,0.431492139,0.623536764,-5.657228222,P30,MUT cells from HET vs WT cells from WT,Tmem175
Cadm1,0.133029929,8.164576881,0.540931699,0.590109797,0.747456033,-5.584596962,P30,MUT cells from HET vs WT cells from WT,Cadm1
Fhl1,-0.132956605,8.224520003,-0.491065761,0.62477097,0.772338298,-5.58002042,P30,MUT cells from HET vs WT cells from WT,Fhl1
Zdhhc14,0.132946552,7.506041857,0.787032808,0.433668598,0.625101828,-5.661571926,P30,MUT cells from HET vs WT cells from WT,Zdhhc14
Yipf5,-0.132787198,7.950289041,-0.64300268,0.522124814,0.695542502,-5.57887608,P30,MUT cells from HET vs WT cells from WT,Yipf5
Ttpal,-0.132787074,7.471132698,-0.800438501,0.425909527,0.619322951,-5.785637295,P30,MUT cells from HET vs WT cells from WT,Ttpal
Uchl5,-0.132714775,7.519639756,-0.850528812,0.397657502,0.594363401,-5.651633067,P30,MUT cells from HET vs WT cells from WT,Uchl5
Cyhr1,-0.132663981,7.862090022,-0.643610989,0.521732282,0.695542502,-5.607018024,P30,MUT cells from HET vs WT cells from WT,Cyhr1
Tspyl2,0.132633622,8.450321919,0.527877015,0.599096471,0.75465847,-5.543047769,P30,MUT cells from HET vs WT cells from WT,Tspyl2
Zcchc4,0.132173648,7.550350278,0.762925305,0.447829491,0.637599383,-5.648108679,P30,MUT cells from HET vs WT cells from WT,Zcchc4
Dgkg,-0.132047008,7.868929987,-0.571589835,0.569257896,0.732445749,-5.670963436,P30,MUT cells from HET vs WT cells from WT,Dgkg
Gpr22,-0.131954868,7.992937012,-0.495155005,0.621895038,0.770230387,-5.637336482,P30,MUT cells from HET vs WT cells from WT,Gpr22
Srek1,-0.131895383,9.48937264,-0.699237716,0.486501788,0.670564038,-5.50548016,P30,MUT cells from HET vs WT cells from WT,Srek1
Bbs5,-0.131715793,7.573619823,-0.750725773,0.455096487,0.643140729,-5.687857091,P30,MUT cells from HET vs WT cells from WT,Bbs5
Comt,-0.131548714,7.790377735,-0.535014436,0.594175321,0.750250077,-5.695551386,P30,MUT cells from HET vs WT cells from WT,Comt
Srrm4,0.131513854,8.387931476,0.484413579,0.629461851,0.776329319,-5.568907989,P30,MUT cells from HET vs WT cells from WT,Srrm4
Rps28,-0.131422855,7.911107761,-0.652557506,0.515977158,0.690695649,-5.587054615,P30,MUT cells from HET vs WT cells from WT,Rps28
Tcf12,-0.131402372,8.196005916,-0.488621538,0.626492761,0.773694616,-5.585650411,P30,MUT cells from HET vs WT cells from WT,Tcf12
Hpf1,0.131287699,7.881075145,0.629029897,0.531183659,0.703500495,-5.593827898,P30,MUT cells from HET vs WT cells from WT,Hpf1
Tfdp2,-0.131043502,7.705024434,-0.698419183,0.487010524,0.67067436,-5.634802833,P30,MUT cells from HET vs WT cells from WT,Tfdp2
Cpsf7,-0.130986754,8.191645843,-0.543200702,0.588554324,0.746312189,-5.558752921,P30,MUT cells from HET vs WT cells from WT,Cpsf7
Ptprz1,-0.130838103,7.871030621,-0.464792222,0.643386584,0.78762133,-5.688375764,P30,MUT cells from HET vs WT cells from WT,Ptprz1
Zcchc17,-0.130819783,7.690464511,-0.700405105,0.485776738,0.6702419,-5.673166182,P30,MUT cells from HET vs WT cells from WT,Zcchc17
Pdcd10,-0.130697552,7.905378597,-0.512749668,0.609588315,0.762264825,-5.653321839,P30,MUT cells from HET vs WT cells from WT,Pdcd10
Chrm1,-0.130508402,7.529167201,-0.770945808,0.443088701,0.633397812,-5.759046134,P30,MUT cells from HET vs WT cells from WT,Chrm1
Msi2,0.130481396,8.443626292,0.437635052,0.662870979,0.800919707,-5.606557352,P30,MUT cells from HET vs WT cells from WT,Msi2
Rpl34,-0.130431865,7.857853078,-0.522985203,0.602480145,0.757380318,-5.661168113,P30,MUT cells from HET vs WT cells from WT,Rpl34
Exoc5,0.130344543,8.271963465,0.546158753,0.586529392,0.744606758,-5.558187702,P30,MUT cells from HET vs WT cells from WT,Exoc5
Hes6,-0.130221387,7.441370861,-0.873232124,0.385240658,0.584785247,-5.717613779,P30,MUT cells from HET vs WT cells from WT,Hes6
Arl2bp,-0.130204014,7.979648214,-0.502173846,0.616972458,0.767420805,-5.637401337,P30,MUT cells from HET vs WT cells from WT,Arl2bp
Rnpepl1,-0.12996578,7.753163096,-0.684711784,0.495573337,0.675426562,-5.638831899,P30,MUT cells from HET vs WT cells from WT,Rnpepl1
Stx1b,0.129950358,7.867079833,0.665835118,0.507498208,0.685418748,-5.575811798,P30,MUT cells from HET vs WT cells from WT,Stx1b
Rabl2,-0.129833912,7.928147397,-0.580649834,0.563165153,0.728129267,-5.618934854,P30,MUT cells from HET vs WT cells from WT,Rabl2
Zfp704,-0.129704005,8.078194802,-0.503358395,0.616143409,0.766774584,-5.612963332,P30,MUT cells from HET vs WT cells from WT,Zfp704
M6pr,-0.129703735,7.635359939,-0.554575863,0.580785548,0.740123148,-5.751868232,P30,MUT cells from HET vs WT cells from WT,M6pr
Mgat4a,-0.129676776,7.491572451,-0.875202494,0.384174537,0.583763067,-5.664141923,P30,MUT cells from HET vs WT cells from WT,Mgat4a
Nedd4,-0.129575815,8.836757978,-0.514086067,0.608658085,0.761668107,-5.538162846,P30,MUT cells from HET vs WT cells from WT,Nedd4
Clstn1,-0.129428608,8.290465976,-0.566819001,0.572479071,0.734436364,-5.523577374,P30,MUT cells from HET vs WT cells from WT,Clstn1
Eif2ak1,-0.129425232,7.598364144,-0.76379956,0.447311311,0.637350012,-5.657567615,P30,MUT cells from HET vs WT cells from WT,Eif2ak1
Kazn,-0.129313917,7.689071578,-0.519574866,0.604844259,0.759068311,-5.795256323,P30,MUT cells from HET vs WT cells from WT,Kazn
Astn1,-0.129250774,8.246240028,-0.516321946,0.607103193,0.760362476,-5.561679012,P30,MUT cells from HET vs WT cells from WT,Astn1
Hint3,-0.129205611,7.728180429,-0.687422499,0.493873517,0.675090672,-5.641482666,P30,MUT cells from HET vs WT cells from WT,Hint3
Pbx3,-0.129120534,7.420564927,-0.745580616,0.45818153,0.646026395,-5.86518857,P30,MUT cells from HET vs WT cells from WT,Pbx3
Zfp646,-0.129009768,7.645119237,-0.734612143,0.464798004,0.651977982,-5.661545999,P30,MUT cells from HET vs WT cells from WT,Zfp646
Pabpn1,0.128872448,9.013321662,0.555928282,0.579865166,0.739597391,-5.538359276,P30,MUT cells from HET vs WT cells from WT,Pabpn1
Slc1a2,-0.128801988,7.956191907,-0.552301198,0.582335132,0.741335166,-5.632166487,P30,MUT cells from HET vs WT cells from WT,Slc1a2
Upf3b,0.128626238,7.694028139,0.637244628,0.525848048,0.698638369,-5.659869217,P30,MUT cells from HET vs WT cells from WT,Upf3b
Macf1,-0.128589025,9.468323904,-0.662635052,0.509534895,0.68630277,-5.525352692,P30,MUT cells from HET vs WT cells from WT,Macf1
Ppp1r9a,-0.128454869,7.920089879,-0.615166112,0.540251495,0.711653511,-5.604684089,P30,MUT cells from HET vs WT cells from WT,Ppp1r9a
Pitpnm1,0.128327059,8.020752068,0.563876265,0.574470341,0.735607095,-5.599268206,P30,MUT cells from HET vs WT cells from WT,Pitpnm1
Ncald,-0.128275413,8.591497622,-0.462224143,0.645218706,0.788572924,-5.549201542,P30,MUT cells from HET vs WT cells from WT,Ncald
Cbx5,-0.128204749,8.263698456,-0.43718249,0.663197704,0.800923844,-5.604099388,P30,MUT cells from HET vs WT cells from WT,Cbx5
